Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
669,d,a,17080.0,7.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
670,a,a,2060.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
671,a,c,2070.0,2.0,2008.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
672,c,a,240.0,9.0,2002.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
673,d,c,15170.0,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
674,a,a,2640.0,12.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
675,a,a,2100.0,8.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
676,b,b,1410.0,9.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
677,d,a,1740.0,6.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
678,c,a,3250.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
679,a,a,4140.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
680,c,a,170.0,9.0,2013.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
681,a,c,620.0,9.0,2013.0,1,1.0,2014.0,"Mar,Jun,Sept,Dec"
682,b,a,150.0,9.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
683,a,a,2850.0,7.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
684,d,c,680.0,9.0,2013.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
685,a,a,650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
686,a,a,20050.0,4.0,2002.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
687,d,c,2770.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
688,a,a,18760.0,8.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
689,d,a,15040.0,10.0,2004.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
690,a,a,100.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
691,d,c,3030.0,9.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
692,a,a,40.0,8.0,2001.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
693,d,a,450.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
694,a,c,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
695,a,a,550.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
696,a,c,430.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
697,d,a,3780.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
698,a,a,1790.0,5.0,2011.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
699,a,a,180.0,9.0,2013.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
700,a,c,830.0,9.0,2013.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct"
701,d,a,1450.0,3.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
702,a,a,8550.0,9.0,2001.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
703,a,a,80.0,6.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
704,d,c,1910.0,4.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
705,a,a,4140.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
706,d,a,7830.0,9.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
707,a,c,2900.0,7.0,1990.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
708,c,c,11470.0,10.0,2009.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct"
709,a,a,500.0,12.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
710,d,a,1500.0,9.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
711,d,a,17110.0,3.0,2007.0,1,5.0,2010.0,"Jan,Apr,Jul,Oct"
712,a,a,4870.0,9.0,2007.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
713,a,c,220.0,9.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
714,d,c,12070.0,10.0,2005.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
715,a,a,14810.0,6.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
716,d,a,3200.0,1.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
717,d,c,310.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
718,a,a,1100.0,6.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
719,c,c,8190.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
720,a,c,15320.0,3.0,2011.0,1,14.0,2013.0,"Feb,May,Aug,Nov"
721,a,c,3590.0,9.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
722,a,a,50.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
723,d,c,5650.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
724,d,c,5900.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
725,d,c,17540.0,6.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
726,a,c,40540.0,2.0,2002.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
727,a,a,2050.0,3.0,2007.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
728,d,a,13990.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
729,c,c,8980.0,6.0,2011.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
730,c,a,1190.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
731,a,a,15270.0,9.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
732,a,c,35280.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
733,b,b,860.0,10.0,1999.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
734,a,a,220.0,9.0,2013.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
735,d,c,1920.0,4.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
736,c,c,1650.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
737,a,a,100.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
738,d,c,5980.0,10.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
739,d,c,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
740,d,a,6400.0,3.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
741,d,c,11900.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
742,d,c,4380.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
743,a,a,6710.0,11.0,2003.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
744,a,a,1370.0,12.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
745,a,a,17650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
746,d,c,4330.0,2.0,2011.0,1,35.0,2011.0,"Mar,Jun,Sept,Dec"
747,c,c,45740.0,8.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
748,d,a,2380.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
749,a,a,3410.0,8.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
750,d,a,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
751,a,a,650.0,10.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
752,a,a,970.0,3.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
753,d,c,540.0,11.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
754,c,c,380.0,5.0,2008.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
755,d,c,13130.0,12.0,2003.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
756,a,c,50.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
757,a,c,3450.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
758,a,c,19780.0,6.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
759,a,a,110.0,11.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
760,a,a,560.0,1.0,2011.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
761,a,a,2390.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
762,d,c,1280.0,9.0,2013.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
763,d,c,32240.0,3.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
764,a,c,26490.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
765,a,c,25430.0,5.0,1999.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
766,d,c,9820.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
767,a,c,13080.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
768,a,c,2630.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
769,b,b,840.0,9.0,2013.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
770,a,c,100.0,4.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
771,a,a,20640.0,9.0,2007.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
772,d,c,1850.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
773,a,a,200.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
774,a,c,640.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
775,d,c,6970.0,12.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
776,c,a,700.0,4.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
777,d,c,8250.0,10.0,2004.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
778,a,a,340.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
779,a,a,16990.0,4.0,2004.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
780,a,a,18160.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
781,a,a,630.0,4.0,2007.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
782,c,c,5390.0,8.0,2003.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
783,d,c,15490.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
784,a,a,560.0,10.0,2014.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
785,d,c,970.0,7.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
786,a,a,290.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
787,c,c,3210.0,6.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
788,a,c,1530.0,3.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
789,a,c,9770.0,7.0,2003.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
790,d,c,9070.0,12.0,2003.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
791,a,a,5950.0,4.0,2007.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
792,d,a,17280.0,10.0,2009.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
793,d,a,2710.0,7.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
794,c,c,5090.0,9.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
795,d,a,510.0,9.0,2013.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
796,a,c,7180.0,11.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
797,a,a,2090.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
798,a,a,9560.0,4.0,2001.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
799,a,c,2700.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
800,d,a,2020.0,7.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
801,d,a,48330.0,4.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
802,a,c,910.0,9.0,2013.0,1,22.0,2011.0,"Feb,May,Aug,Nov"
803,d,a,1760.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
804,c,c,2100.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
805,d,a,24770.0,10.0,2011.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
806,d,a,260.0,9.0,2013.0,1,44.0,2010.0,"Feb,May,Aug,Nov"
807,a,a,3870.0,4.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
808,a,a,18620.0,9.0,2013.0,1,31.0,2009.0,"Feb,May,Aug,Nov"
809,a,a,12770.0,10.0,2000.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
810,d,c,9640.0,11.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
811,a,a,410.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
812,d,a,2590.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
813,a,a,1560.0,9.0,2003.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
814,d,c,24530.0,7.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
815,a,a,590.0,1.0,1900.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
816,c,c,460.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
817,a,a,140.0,3.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
818,d,a,490.0,9.0,2013.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
819,a,c,720.0,10.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
820,a,c,1650.0,9.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
821,a,a,1700.0,9.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
822,a,c,410.0,11.0,2010.0,1,48.0,2010.0,"Mar,Jun,Sept,Dec"
823,a,c,16210.0,11.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
824,a,a,17570.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
825,a,a,380.0,5.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
826,a,c,7980.0,6.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
827,a,c,250.0,1.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
828,d,c,3290.0,12.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
829,c,a,110.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
830,a,c,6320.0,9.0,2013.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct"
831,a,a,800.0,6.0,2007.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
832,d,a,5070.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
833,d,c,3290.0,12.0,1999.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
834,a,a,3470.0,3.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
835,a,a,2890.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
836,a,a,2720.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
837,a,c,14600.0,4.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
838,d,c,6890.0,9.0,2013.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
839,c,a,240.0,1.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
840,a,a,1070.0,9.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
841,a,a,27650.0,8.0,2004.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
842,d,c,1200.0,11.0,2007.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
843,c,a,60.0,4.0,2006.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
844,a,a,2030.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
845,d,a,7860.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
846,a,c,8860.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
847,c,c,190.0,9.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
848,a,c,370.0,7.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
849,c,c,5000.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
850,d,a,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
851,d,c,2330.0,9.0,2013.0,1,49.0,2014.0,"Mar,Jun,Sept,Dec"
852,c,a,940.0,4.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
853,a,a,14040.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
854,c,a,4770.0,9.0,2013.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
855,a,a,3440.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
856,a,a,3020.0,2.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
857,c,a,6270.0,8.0,2005.0,1,23.0,2014.0,"Mar,Jun,Sept,Dec"
858,a,a,3370.0,12.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
859,c,a,21770.0,7.0,2015.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
860,c,c,5980.0,2.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
861,c,c,740.0,9.0,2013.0,1,14.0,2013.0,"Mar,Jun,Sept,Dec"
862,a,c,2840.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
863,a,c,21370.0,11.0,2010.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
864,a,a,1020.0,10.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
865,d,c,2640.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
866,d,a,9680.0,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
867,d,c,21810.0,9.0,2012.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
868,d,c,1360.0,8.0,2005.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
869,c,a,230.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
870,a,a,780.0,4.0,2009.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
871,d,c,10620.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
872,a,c,3860.0,9.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
873,a,a,2040.0,11.0,2008.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
874,a,a,3210.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
875,d,a,5070.0,11.0,2007.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
876,a,a,21790.0,4.0,2005.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
877,a,c,29190.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
878,d,c,1100.0,12.0,2014.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
879,d,a,5404.901079136691,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
880,a,c,4570.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
881,a,a,180.0,3.0,2008.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
882,a,a,30.0,4.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
883,a,a,3200.0,6.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
884,d,c,7550.0,9.0,2013.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
885,a,a,480.0,12.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
886,a,c,12430.0,10.0,2004.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
887,d,a,19700.0,9.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
888,d,a,4450.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
889,d,a,18670.0,12.0,2005.0,0,14.0,2011.0,"Jan,Apr,Jul,Oct"
890,a,a,4450.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
891,a,c,350.0,9.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
